selected_text,sentiment
cool dude! yeah i was hoping your rate was still $2.75. lol! yeah not sure when ill mar and par for my birthday dinner.,3
thanx,3
fantastic!!,5
at least you get to watch Lost on the way,3
soo tired.. still kinda angry that i missed the concert,1
Super happy,5
How in heckitty did I forget that one?,3
Perfect,5
it was great,5
SUCKS,1
I will later today since I have a planning for today,3
impossible,1
Enjoying my weekend with my sis  ****,5
Last free Friday.,1
negative,1
"Bringing my kitty to the vet tomorrow, I think she`s got a tapeworm.",3
i like purple,5
very boring,1
Lovely,5
r lovely,5
FINALLY GOT THE BIKE I WANTED!,5
miss,1
disappointed,1
can`t believe,1
Good,5
Movie is pretty interesting actually.,5
nai nai baby. haha i didn`t know that you have twitter but oh well,3
frustrated,1
funty!,5
Thank you  and hope you are having a great day,5
reminds me of the weather a month ago it was horrible  I hope all is well hugs,3
freezing!,1
Pats in philly at 2 am. I love it. Mmm cheesesteak.  Miss my boyfriend   but I love vacation.,3
HATE,1
i hope you feel better love...this weather is crazy...,3
quiet easy,5
Sorry,1
well you scared me saying there may be rustling in the trees!  Happy Sunday to you sir,3
headache,1
That storm seems to be coming my way,3
family comes. probably won`t be on this weekend,3
_ward i am,3
whats wrong?,1
good question.,5
HAppy birthday little sister of mine.,5
No problem.,5
know that none of you are.,1
forget,1
happy,5
bless her. She`s one of my faves,5
missing,1
"thankyou short stack for bringing out a second sydney show,, now im going to both  im so thankful for you guys being so good 2 ur fans",5
I`m good,5
"I`m gonna start writing a proper blog,",5
Ouchhhhhh I burnt my frkn tongue,1
good morning work this morning gutted lol nevermind,3
crawling up my wrist already  .,1
lol thanks!there scary to wear though,3
i hella wanted a sausage mcmuffin but when i gt there breakfast was over,3
Wishing I could see N*E*R*D headline @ Fest at DePaul tonight,3
damit..,1
Goodnight all,5
great song,5
hoping,5
Canada cannot see the VH1 preview of the video,3
So I`m not seeing you this Saturday?,3
have been blocked,1
... Money money money...      http://twitpic.com/664,3
"Happy Star Wars Day, everyone! May the force be with you",5
nice,5
hope it,5
I was rooting for Betty.,3
"stealth shopping - got wife b-day present while at mall together and she didn`t notice - buy, hide it in car, back before she missed me",3
No news yet,3
listening to Demi Lovato  FINISHED MY NEW SONG!,3
feeling the need for more advil.,1
"If there is one thing the Internet has taught me, is that if I get enough people to listen to me I get to be on The colbert report.  #USA",3
lonely,1
Got my new phone - now to program everything since my old one had no memory card like this one,3
Shall be quite a treat.,5
Hulu Desktop looks nice,5
"Separate desks, computers, and sides of the room with short dividers...but, we`re thinking we need them to extend to the ceiling",3
".it was a good laugh and Frankie did a great job,",5
hate,1
perfect,5
missed so much of Sayed Hassan`s speech,1
_Gov hi gov!! How are you?,3
"_hong  Oh yeah, just came back from a weekend of cosplay photo marathons",3
Happy,5
Just got home from school LOL 2 1/2 weeks left yay!!! Then off 2 summer school,3
"Hahaha. No, I haven`t. I think I`ll reserve it for next weekend. Have some paperwork to do. Or maybe tonight!",3
"nice work buying coda dude! It`s a great app! Unfortunately, I bought it when it was the full $99USD  #jealous",3
Home. Got some nice plugs but no chipotle,3
enjoying,5
YO I`m just on the computer,3
Dropped off Baby A for her 1st day in the Toddler Room this AM.  She`s officially a toddler.  Growing up way too fast,3
"April showers bring May flowers, yea",3
.far too hot for me,1
i know its such a shame  i think they`ve got a good chance & i hope they do coz they are different aren`t they & great :]!,3
no it`s not ready,3
Thank,5
I just got smashed in the face by a 5th grader thowing a football... Twice. Now I bleed,3
Every element in the DOM with children is a single parent,3
miss u m8,1
suck,1
I think I just lost an,1
"I want to see Terminator, but everyone`s already seen it",3
Thanks,5
PRE-ORDER collection is launched! EVERYTHING BELOW $20  VISIT US NOW http://bit.ly/haDfr,3
had a good ab,5
"Ah  sameway Yet, has 2006 votes ((.We need more vote :`D",3
ill come to the shop in like an hour. i need to get a pedicure but i dont have time today  probably next week tho!,3
Watching the Twins handle the Mariners again!! Whoo-hoo!!!  Tony http://www.trustyfotografie.com,3
goodbye,5
I sawn it three times,3
I`m sure you are.    Toasties wasn`t far behin,3
loves,5
horrible.,1
do you need to go on a bike ride?,3
Nothing good,1
feeling inspirational.,5
cant wait,5
? I CAN`T TALK!,1
"Jumpstart! WOTD: Jape QQ: Are you comppetitive, overcompetitive or not competitive at all? Write your responses here!",3
feel bad,1
best,5
do basically nothing,1
"I meditate, I feel I am vast, very vast.  do you know it?what do you think about?",3
feels at home to be back at church,5
real,5
cute dress,5
l good,5
is off 2 bed. gon force the sandman 2 com do wot he do since it dont look like there`s gon be any partyin 2nyt,3
Hello there,3
Got Six Feet Under series 1 on DVD,3
ooo thanks for the danger radio link  loves it..,5
"oh mann das ist super lustig  du armer... macs age 2 months, battery charging NO. garantiefall...",3
morning michelle  how`s the oatmeal,3
missing,1
you`re just unhappy,1
how do we know if we won?,3
"Im good ta. bit tired cos i`ve been wking all wkend but other than that, all good  How`s you?",3
ht?,5
I feel sick.,1
buried,1
boo for working on a Saturday!,1
"Nothing like 10P to kick-off the Bank Holiday, dig the haircut Luke! Next stop...Selfridges",3
IT NEVER ENDS!!!!!,1
have a good time!! Sadly that means I`m probably gonna have rain,3
best,5
yeaaa!,3
Sorry,1
Dood - they`ve locked down your Vimeo WH video.,3
Happy Mommy`s,5
needs to find SOMETHING to wear to graduation. lol can`t find anything!,3
no fair,1
good,5
loool sheridan ive got swine flu but im still coming into skl tomorrow same way  hehe,3
is looking for a job,3
"Very tired! Dinner good, then churro`s were good!",3
cry,1
is thrilled prom went well,5
thanks **** it went really well. I`m tired now though  hope you spoiled your mum-in-law,3
"Its been a slow day at home, one of my kids is sick  .  This little picture cheered me up",3
Morning. I closed out EUR/JPY 132.25  @ 132.00 and place a stop @ 130.55 @ 131.55. That 132.25 was executed while i was asleep,3
save,5
LOL!  Too true,5
welcome,5
dreading,1
"aahhh! nyc placements have started to come out, but it looks like upgrades have to wait yet another two weeks for placements! dreadfully",3
2 more days till half term is over,3
uh... I brokt it...,1
excited,5
good afternoon.,5
You guys need to get on me. It`s been 2 weeks since I`ve went on a cache hunt  #geocaching,3
misses,1
of mis,1
thanks Janis,5
love,5
o unfair,1
Yummm,5
pretty bummed that it had to rain last nite! oh well  still had fun! Goldfish is highly overrated!,3
blows.,1
"Morning all  sun is shining, birds are singing - time for a cuppa T in the garden while reading tweets",3
weekend standby duty??,3
Not nice,1
"This is not what I thought will eventually happen in my 6th grade  Awww...bad, bad",1
hope,5
i wanna go home,3
"Not addicted, just sociable.",3
Happy mothers day in 25 minutes everyone,5
Thanks!,5
calling debby ryan!,3
Knight Online Come Back,3
frustration.,1
It`s IQ is high when it comes to knowledge about how to swim round`n`round in the bowl...,3
one of them is,3
wow i love how we have no headache medicine in this house.,1
Hope you mom is okay,5
"hermits, such as myself, like to stay in",3
love,5
Hurrah!`,5
Watching The Nightmare Before Christmas <3 Ask me if I care that neither Halloween nor Christmas is any time soon,3
Got an email from  telling me I could have got my monday flight to SFO cheaper & Biz class if I had booked it tomorrow,1
nevermind.,5
good,5
This is too much lmbo (litterally) I have to stop b4 I lose my twitter buddies,3
i love oh so much  <3,5
"According to TweetStats I tweet more between the hours of 10am and 3am with Monday, Sunday and Saturday filled with Tweetage!",3
"_lisa ...one online? Yeah, me",3
had an orgasmic sandwich,5
eating cheeto puffs,3
happy,5
jealous.,1
"Oh, and I`m obviously back on my stupid sleep schedule. Luckily church isn`t until 2 tomorrow.",3
Trying to save money for an iPod touch!,3
Aw! Tear! I feel special to da family.  Haha thanks girls i love yal,5
"ermm, more like a full black upper half.  and some a completley grey",3
I remember the show... I don`t remember the hiccups.,3
whyyyy hellloooo! Thx 4 checkin up on me  how r things? http://myloc.me/G4p,3
editing pictures,3
s soooo great!!!,5
Anybody to have good tips for budget lodging in Tokyo?,3
Glad everything`s good.,5
If EVERYONE constantly retweeted that it would make it!,3
here I am!,3
Aha! Well I`m from Ashington and going back to my old school in Sept. which will become Northumberland C of E Academy.,3
AWESOME,5
Don`t think I`ll be getting my free seat,1
can`t seem to come up with thing to say,1
literally making my lips burn.,1
miss,1
All I want to do is sit back & relax for a little while. How can that be this difficult?!,3
misses driving already,1
good,5
say bloody fantastic film,5
e love so much.,5
OMG that is toooo funny!,5
Thanks to good friends,5
really sweet,5
l love,5
poor,1
relaxing,5
welcome,5
"My new design portfolio is finally on the web: http://www.designia.nl - Still needs some tweaking on the details but it`s ok for now,",3
all systems up and running smoothly,5
U guys are AMAZING. I`ll see u again at alpine! Thx for chattin w us 2!,5
up way too early for a sunday.. watching old episodes of grey`s,3
#NAME?,5
You`re still welcome - the door`s wide enough for your zimmer frame,3
sorry,1
Thanks amigo!,5
dunno why im just not in the best of moods..,1
"WOW, got killed on first wave of Horde on Gears. FAIL",3
**** QW,1
One`s gone to my husband who`s going alone  Other I might just leave at box office under a random name for anyone...,3
don`t like,1
wow,5
Unfortunately,1
Amazing.,5
I`m chopped liver.,3
"h, Belinda Jensen was really goo",5
paramore makes me want to punch babies  lol,3
Feeling lonely and in need a a good friend,1
"Ok, shortened urls are fine and all but, please, give me more context other than just 'cool'. Not everyone has 'url-auto-expand'",3
Don`t worry,5
my fault. Now I`m going to look like an idiot in front of my father.,1
w sweetie....tweethug 4 ya,5
Count me IN,3
freaking awesome,5
sucks,1
love,5
thanx  your THE awesome!,5
Happy Mothers Day to all you mothers out there!!  i love my mom! GOODNIGHT everyonee!! ?,5
boak,1
that is a gr8 Show,5
i`m just about to start the second one  theres only two up yeah?,3
Hate,1
"being lazy the rain does that to me  gym&&tanning is possibe, work && a small social gathering around tha corner",3
You can`t make it down to NYC at all when I`m there huh?,1
Those suck so bad.,1
welcome back! I`m stuck in jury duty today.,3
rught brb on me ipod. if i randomly go off its cos me internet breaks,3
..hope you are well!,5
upset,1
Relaxing,5
"can`t wait to be at home again.. let the sun shine and warm my frozen bones, please!",3
best,5
crappy karaoke game. I miss the fighting,1
Morning. Off to school... Ickkk!,3
"If you keep up with the 140 character limitation, you will soon be writing more like Shakespeare, than a garrulous fourth-grade scribe.",3
If only they weren`t in Shelby Twp,3
I haven`t had the opportunity,1
shall be awesome,5
thinks that Pipers molars are cutting thru  we had a nice lil nap me and the girl...now just another friday night at home w/ the lil ones,3
not funny,1
sux.,1
Apparently I`m not meant to take dance lessons here,3
favorite,5
Good one,5
a riot,1
aww i`m sad,1
I want a burrito but I still have 30 more minutes of work,3
#Volvicchallenge Tesco dropped off my 14 bottles today  Props for doing so on a Bank Holiday,3
leave Fraser alone,3
fo,1
its Gloomy in LA no sun  but its nice,3
no wonder your running son....,3
"Twitter is kinda confusing , but fun",3
weak,1
much better,5
I tried both.  is unstoppable.,3
o sad,1
you sound a bit down yourself.,1
watching Bolt with my brothers and my mom.,3
bummed,1
watching ALIAS from the beginning... approximately for the 117th time,3
What happened to the weather??,3
Sad thing is samsam loves my sexy crooked body! And she wants to **** it now,3
s. Thank god for txtin. I would miss ya more,3
thank you.,5
Rain Rain Rain go away come back next week when I`m gone (via ) raining lie crazy in the Keys,3
I guess  cant request  the same song thoug,3
has lost all old replies.,1
cool,5
Rain on my parade of beer and fire,3
#FAIL,1
Busy.. Busy.. Busy.. :S Wont be on Ning for few days.,3
'jaunty jackalope' `s too boring a name; 'intrepid ibex' is still my favorite among them all ...,3
......when I find chays keys  im gonna clean my room up tomorrow. They`ll pop up,3
woohoo!,5
who said i can`t wear my converse with my dress?,3
Exams tomorrow,1
Gonna head into the shower now...  Going to a friend`s birthday party =],3
Good night,5
i bet they did  some people have no ideia or standards  have a lovely time the pair of yo,3
shitttt,1
belly ache...,1
sadness. you could hang out with me and feel less apathetic.,1
school then game oh joy  totally not lookin forward to this day,5
Haven`t seen _Troy or _McLoven,1
STAR TREK WAS PURE AWESOME! LOVE IT!!! <3333  It was so great seeing you!,5
feels like warm things,3
Half Term isn`t long enough,1
last day at the Ko Olina.  off to north shoreee(:,3
w that you paved the way.,5
stuck at home,1
love,5
i thought it was an exploit attempt,1
you have my vote  want to see gino in drag. please post pictures.,3
not worth it! I love the free version for the iPhone though!,3
Nope wasn`t kidding at all.  Sometimes I think of you as Forest Gump (during his running years).,3
Oooh... that`s right by the zoo... think... in 2 months` time that could be our regular other meeting place,3
Nice,5
So ... Still finishing errands for a trip tomorrow morning where I have to be at airport at 6am.,3
love every minute of it too.,5
lose,1
what you doing?,3
after few years it can worth some thing,5
too late  I`m already on the bus goin home  what the he`ll u talkin about drinkin te,1
not Pimm`s in a can?,3
FRUSTRADED,1
sounds like an episode of TV Wine Library with .,3
scared.,1
I don`t like this game,1
No worries.,5
"_lou27 i have moved through to edinburgh from glasgow - new flat, no phone line or broadband",3
I`m actually tired enough to fall asleep,1
sad,1
! I`m just glad,5
Enjoying the nice couple dad with my brother to bad we never really see each other anymore...,3
Oh no! Hope it`s not as bad as it sounds!,5
I go into the room for the first time in weeks and you`re off cleaning,3
thanx,5
i got ill and tomorrow iÃ¯Â¿Â½ve got birthday...,3
I don`t do very good at funerals.,1
missing,1
Lucky...and a wife who loves me.,5
I`m quitting!,1
awesome,5
wondering where all the money i earnt this financial year has gone... i can account for like 3 grand but wheres the rest,3
"Maths and Science were the strongest for me i think..dunno bout geography, only did like 1 day of study for 1/2 a year of work!",3
Final final of the semester,3
start work 2 moro at 6:30.  not looking forward to it,3
the  website may not happen in any form,1
"where cell reception is notoriously unreliable. Until I tweet again, have a great day yall",3
hate,1
lets partyyyyy!,5
I really like how the weather widget on imac and iphone always predict different weather...not!,3
check out my twitpic telling people to buy your album!,3
great,5
miss,1
welts,1
The flowers grow!!,3
best,5
"Life is over! Just went to get tickets for all time low, sold out  anyone got spares or wanna sell me theirs?",3
Yeah it`s Friday but I have to work at 5am tomorrow  oh well going shopping afterwork,3
love,5
sneezy to,1
we mourn forever  ****!,1
"From top down: 2x2924, 1x2610, 3x2500. Then an 1841 and two desktops. More gear to come over time of course.",3
are you in KL? I am  up for a drink?,3
No dice...I searched it in the 'Help' area...just a problem some people have.  It would have been hot...oh well,3
anyone got JBs live chat vid? i was @ school  I saw joe hug and tackle nick lol,3
love,5
"Wow, I didn`t realize my seats were so far back.  I hope I can enjoy the show enough for what I paid for the tickets.",3
im so sick,1
depressed,1
I am never going to get these pictures taken,3
wonderful,5
downloading the right/real speedracher now.,3
home now!,3
OMG that is AWFUL!,1
Hearing a surprising news about my bestfriend...where are you sis ? You have to tell me the whole story,3
excited,5
i wanted to go,5
heeey heeey!   about to go read...,3
"Ugh, not yeeet!  It`s like, in a week, too... =/ I`ll keep trying!!",3
freeeeeeeeeeeeeeeezING **** im so excited to see you soooooooon!!!  lets go see 17 again AGAIN yehhaaaaaaa!,3
"Back from the pub, want more peroni",3
thx,5
is off to somewhere.,3
It`s a an MK mentality...I think,3
"Outside for just about 1 hour, the sun was bloody hot - no tan  Wait for monday then will spend around 2 hours outside ;)",3
TY,5
HAPPY MOTHER`S DAY!!,5
Bugger  Cancel sucks!,1
going to church  god bless you all.,5
This Water Horse movie is totally making me want to go to Scotland. I want a water horse  lol,3
"Don`t worry,",5
"http://twitpic.com/4w8l1 - Haaha, my bangs are kinda long..? oops",3
my birthday is in 2 days,3
"Standin in a forest, just got the maddest photos taken",3
"Morning everyone! Going to a gig now, then a run. Update you all later",3
"I have been called by my friend the bed. It is time to acknowledge the inevitable.  Goodnight All, Hello Sleep",3
i am listening this song 'shattered' by Tynisha keli   www.myspace.com/tynishakeli,3
used a spare USB flash drive as virtual RAM for my PC. now its got 5.6 GB of memory,3
love it!,5
@_supernatural_ http://twitpic.com/4w8cw - Mishaaaaaaaa!!!,3
please?  *prays*,5
bloody,1
"tired and bored,",1
what r u doing tonight bro?I wanna go out,3
and I`m...working.,1
a wonderful day planned for me,5
On the way to santa monica,3
How great is the economic downturn.,5
love you,5
So excited,5
great week!,5
That sucks,1
i want more but its just so bittersweet lol,3
I had fun this summer,5
hate,1
yay!,5
ignored,1
Yet another road block to cross fro my family,1
_B if you`re in leeds you can have one from me,3
this is  how it looks at nights,3
OMG  Poor Eppy! I hope she is ok. That is so scary and wow I can`t believe no one noticed.,3
I think I did bad!!!!,1
thank you,5
ur really the sweetest person ever!,5
Thanks for remembering,5
hope,5
Took a long nap...I feel like I should still be asleep,3
wish,5
Naww... when should we go on mega scotter?,3
has a headache already?,1
writing a song,3
Enjoying,5
the BEST day ever. I met the greatest 10 year olds. but i will never see them again.. AHH. i`ll miss them (i saw them 1 hour xD) SAD,3
"If you see it at Nova on a Monday, tickets are only $8",3
Hooray! Your avatar is back! Wil go and put it in the Gardeners zone now,3
Yu th? trang nÃ¯Â¿Â½y xem  http://bit.ly/kMxHk (recommended by ),3
you`re a big man for embracing your tears,5
sick,1
I hate this weather  i wanna bake,1
"ahahah with sandy, bekz, erin and derrian",3
oh i hate the rain..,1
Thanks to  for making me listening to it!,5
"woofers, I knew it was you",3
acting weird,1
DANG! I,1
Gotta a lot of work knocked out on the project but there`s one feature that just refuses to work right. Can`t release next version until,3
haha I wish! I have 1 filling that broke and 1 cavitie that needs to get fixed!!!,3
just hope the tunnel is wide enough that you can get out of the way!,3
fans,5
seems so far away...,1
burnt,1
I just tried to go back and the police blocked off the whole neighborhood.  they`re evacuating the building now,3
I LOVE,5
.lol. I hope its music i`ll like.,5
NOW  IM MAD,1
auntie diane wins quote of the day 'and hes the incredible hulk',5
frustrating?,1
sorry,1
Thanks,5
o i hate revision,1
love my family and sorors,5
"Mmmm, shower.",3
"yay, you get to ride on the tow truck. How cool is that?",3
helping,5
.yummmmy!,5
"o unconditonally love,",5
eating breakfast and drinking coffe - strong coffe!,3
thank you so much,5
bad,1
"great,",5
oh it just takes me after i sign in to an error page,3
y adorable children!,5
Will arrive tomorrow morning at 7  #early,3
"_OfOz cool, catch you laterz!!!",5
loved,5
", just dont understand what`s it got to do with me. I`m just a nice girl",3
"We`re no longer in biz together. The one thing that survived was our marriage. Not so good with the in-laws, though.",3
feel better,5
welcome,5
HAPPY,5
Sorry,1
And this is what happens when Swine Flu gets to all of us.  http://tinyurl.com/55hq2o,3
can`t tell you how thrilled I am to have just had a nosebleed.  first time in ages.  overjoyed doesn`t cover it.  urg,1
****,1
"blerg, **** you Monday, why must you always come.  Decent weekend, new glasses, hair color and got carded at Gamestop = awesome ego boost",3
proud,5
SHAME,1
listening to the best days of your life,5
Happy,5
I had fun at Daisy`s Mexican Fiesta .,3
thx,5
hate,1
Is Skyping with family,3
sucks,1
Prom was awesome.,5
You meanie! The one time you go to Lux and I wont be there!,3
Update 100,3
make sure you watch in HD,3
Friends! Come over and give me a massage  I can`t sleep.,3
I`m sure that the show will be great!!,5
m sad,1
its raining! boo,3
On our way to St. Martin!!! Vacation for a week,3
stupid,1
Congrats!,5
pulling articles,3
My dad just told me that he wants to put me up for sale on craigslist,1
Yeah i like it,5
Dfizzy if you ever read this Uh i got one question for you ^^ Would you ever date a fan?  Lmao!,3
e likes the surprise..,5
It`s lying,3
Grrrrrrrr................,3
"i misss my phone,",1
in chicago until 8:20  ...just landed xoxo,3
I`m jealous.,1
**** distracting,1
great thank you,5
they can`t be in their carriers anymore?,3
Week-end is over and now it`s time to get back to work,3
sadly,1
"So I took the polish off of the nail of the finger the door handle murdered earlier, and well... it`s not pretty....",1
FUN.,5
"I`m thinking of a dawn shot of Carlingford Lough, the sun will be in the right place this time of year. involves an early rise tho",3
nope,3
is fairly upset,1
cop me some,3
Looks like I`m on tea duty all day.,3
07  Woo hoo!  Gotta,5
waiting for my mom to get home,3
dnt feel well,1
Stupid Twitter - now I`m faceless ...,1
Just had some babi pangang. Now off to friends. Tomorrow it`s working time again,3
blessed,5
ok that`s subtly saying i`m no longer a fave  temme 1 thing - did the firangs steal your vocab? ur eating words and how!,3
". Some good, some baaaaaaaad",3
missing my numero uno,1
Aren`t randoms what it`s about?!!!  I LOVE that it`s Star Wars day - I didn`t realise and I can`t believe it`s almost over!,3
"oh, cuz id like to use it on a whole heap on bitchy girls I knoww",3
My brother is planning on moving to vietnam and staying there forever..,3
AHH Im going crazy.,1
hate,1
exciting!,5
"hahaha  Really, I`m just trying to figure out the last time he was on FB by looking at all of his friends pages",3
"Its so addicting, but its kind of a curse to do them at night time.",1
ouch acid reflux hurt,1
"why not?  its the most retarded thing someone could do at their 16th, and you know me- I like to be retarded. 8(",3
wishes it wasn`t a bank holiday so he could be on the radio this afternoon... but at least he has another week to come up with some ideas,3
appreciate,5
That version is not compatible with Vista.,3
"Try have a read of the Paul Mckenna book I Can Make You Thin, it has some good advice on how bad traditional 'diets' are",3
but it aint happening,1
pain,1
"Ugh,",1
Happy,5
doesn`t sound good!,1
"where are all ma bestfriends at ? , MIA or wat ?",3
not bad fo,5
im just excited,5
At the DMV uhhhg!,3
that would be an idea  haha ****,3
@ Pretty_Mess you missed all the free shots,3
a great weekend,5
over herrreeeee,3
The apple keyboard is really cool.,5
Happy Mother`s day,5
one hour till I go home and commence pouting because no Bahama trip for me,3
Thxx!,5
miss,1
bbq was great... just relaxing around the house!,5
Smile. Everything worked out.,5
Messed,1
I beyond happy about that.,5
"Whenever, whever, sarah`s in dc all summer  and sure!",3
working late.. but yet so fun hearing my colleagues funny song lists,3
interupted,1
very interesting.,5
back to athens. ????? ? ??????,3
She has her perfect moments. She just broke one of the tiles on the floor in the hallway. I don`t find her very perfect now.,3
great,5
Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn`t try for uni.,3
"awesome product, awesome prices.",5
hardly,1
Happy Mother`s Day!,5
not fair,1
? what is this? is everyone abandoning me?,3
i can`t call you im from Mexico and i don`t know the code,3
priceless memories,5
"no , I can`t make it to the tour. I`m from Philippines",3
But now it`s gone,3
no way! **** that sucks B!  are you ok,1
Happy,5
Good luck,5
its my bday!!! I`m gettin older!,3
sick.,1
that sucks man,1
I am sure it would be like everything else PCI where $ sets you free.,3
sorry,1
should be working!!,5
i feel like dyeing right now...,1
I can`t wait to see UP! How dare  have a 'real' job. Probably going to have to wait until tomorrow.,3
i hope,5
"No more pizza for Jamie? wtg  http://bit.ly/DVSCA (Britains got talent, sure has.)",3
Muy triste,1
obnoxiously cl,1
I ake it you`re at work then and not lazing at home on a sunny bank holiday.,5
sad,1
"I`m in an 8 now too, but b4 I had kids I was a 6.5! Darn babies making my feet grow",3
You know that `rule` that says always point the knife away from you? Just  learned my lesson on that one! Straight through my finger!,1
Hey! How u feeling? I know Charla hit me to see there were any places she can go..too young  Did she have fun?,3
im happy again,5
loved our lil tent-side jam session/mosh pit!!! EDGEFESSSSSST!!!,5
I think you forgot a couple exclamation points.,3
I would notice...,3
Night love.,5
dieing,1
good luck,5
My room is too hot,1
happy mothers day!!,5
"May the fourth be with you.  Oh come on, no one had actually spelled it out yet",3
I love DVR!,5
d isn`t perfect,1
will you be posting a pic of you H suit?? Pretty please?,3
stole,1
Mothers day today!,3
i feel so lame,1
Enjoy your scifi show.,5
lol ok then,3
huge achievement,5
"word is marlon brando gave him 25 cent . . . yeah , tha GODFATHER",3
In KL now took wrong turn after Sg Besi now jam in city center,3
i have no money,1
I slept so late,3
love,5
I cannot  I have a full day of activities lol,3
why does my life suck?,1
WORD!!!!!,3
gosh it`s anoher cloudy day,1
worst,1
fun,5
Morning! I have loads to do 2day  goin for a walk 1st to get rid of last nites haribo`s,3
victims,1
"google wave next, can`t keep up with the 186 ways i can communicate with people now  what happened to good old fashioned letter writing?",3
Blushing,5
my n95 hacked  no signing needed.. thx OPDA,3
"whoa, I`ve got to go to bed, night!",3
I`ll guess I will see everyone after the weekend  Gunna be having major Tweet cravings the entire time!!...,3
i dont like,1
like,5
awesome.,5
"creepy, slithering snakes are heading to the creek. The nasty things can swim! Frightening detail!",1
.sadly,1
mmmm... looks so yummy! good seeing u,5
woohoo! I got the Sunbeam CafÃ¯Â¿Â½ Series grinder at Eu Foods for only $198! Epic win,3
No html converter on there   Think we`re going with  http://bit.ly/3pJNC  `cause it took 5 min. to get workin,3
Love,5
bomb!,5
projects suck,1
its tomorrow.,3
op...lo,5
I must of brought the bad weather with me to the states,1
wish,5
that was reallly good,5
Sad.,1
"HEY! aww man, no, i didnt IGNORE YOU i just dont have mobile web. so i can only txt.  i can see you unless i`m here",3
"just got up, smoking a cig and drinking coffee.. i need to start working on my final project for the univ",3
I hate that place!,1
i miss yoooooooooooooooooooou,1
Very tired from a day of awesomeness and cake    Now time for a bit of sleep.,3
Happy Mother`s Day,5
brilliant,5
im happy you enjoyed it,5
Just seeing if anyone was still awake,3
Yeah I know  Things would be so much easier that way. I`m bored the boys are playing tekenen,3
Young love comes to an end,3
Your cave? Does it have an espresso machine?,3
I`m so sorry to hear that. I hope everything works out,3
"Boys are sitting down for photos, no touching and no handshakes allowed.  #asylm",3
Nothing like yoga to clear the mind and make you realize how crappy things really are,3
"happy birthday, amber! hope it`s a great one...and - you`re far away from thirty...shhh...you`re making us 29`ers feel sad!",3
missed,1
Well I live in Ohio  but here`s our California parks: http://tinyurl.com/nmr7pc,3
Loved it! You continue to delight us Amber.,5
Not ah huge fan of getting up in the middle of the night to change peed sheets and underpants.,3
****,1
good,5
d cost,1
not goin tto tafe,3
thank,5
not fun.,1
has found a free wifi point ... and it`s sunny,5
Good Morning! Hope you have a great day!!,5
"great. my mom is pissed at me, so she sent me to the asbestos filled backroom",3
sick,1
LOL we`re such twitter addicts,5
Happy Mo,5
Love it.!,5
looking forward to,5
s easy,5
excited,5
I was not hugged,1
Good Mo,5
Just nicely got a 50p for the project <3,5
nothing works,1
**** Detroit Fans!!!,1
Annoying but strangely satisfying!,3
gymnastics time.  My last night for teaching Friday evening classes.   New summer schedule starts next week.,3
where u goin,3
impossible,1
Haha same as miine,3
m sorry,1
joy,5
oh yeah - love his choregoraphy. the pants...not so much.,3
miss,1
_violence,1
Up at 6am on Sunday... Going to meet my mom for breakfast at the beach!,3
i wish they would so i can take my friends and myself to the NKOTB show,3
Just checked email and got a follower withb same name as me living in Oz. Welcome on board my alrer ego,3
: thats if u go on a weekend.,3
****,1
hacked,1
"this is the worst day ever,",1
have no line bi-focals for over 3 yrs now. End up taking glasses off to read close up.,3
Ugh. Kinda bored.,1
couldnt get my hips into the 14`s,1
Argh!,1
no #thedailyshow this week,3
I can`t see them at all. What the heck..,1
miss,1
Mind you it`d be stupid,1
"w lots of nice people who live there, but thought it always was a breeding ground",3
helped,5
when u get a chance can u post a video of tinkerbell saying peekaboo i kinda wana hear him say it,3
"I will take pics soon :] Also, I would hang out with you everyday if we lived near each other",3
i fell asleep on the beach and didn`t put on enough sunscreen,3
which is why i can`t wait till i move out of home and life by myself next year  WACKY ADVENTURES EVERY DAY!!!!!,3
If you haven`t changed your mind by mid-June then you can have one,3
Mom has left... again,1
Tmrw is going to suck,1
delicious,5
Wish someone would by my 90mm Mamiya MF lens. Needs the money,3
I think i am getting a cold,3
love,5
nt online & mayb next week  if u havent voted pls do:,3
friendly,5
Come See Me Live On Stickam,3
mOod. was way too much fun. lol..  I lOve to dance TEchno !!! <3 ... life.lOve.stress &&. set backs <3 gnite,5
_Monstr  u may try Prism,3
thanks,5
everyone`s abandoning the office... I still have 5 hours to go,3
hard.,1
"Girl, if you were part of the tour, I would seriously be the first in line for tickets.  Just sayin`.",3
I miss having nothing to do except lay out beside the pool every day of the summer.  That was much better than spending all day in class.,3
I am so sorry.,1
Young money,3
missing someone!!!!,1
amazingg.,5
yummy..,5
good,5
. So I like to keep it my little secret,5
Can`t wait,5
great,5
its awful,1
! haha,5
French isn`t meant to be taught to asians,3
hahaha!,5
hope,5
is up and ready,3
Get on a plane! Come drink my Cristal with me,3
the definition of true beauty,5
I WON,5
back to work.. with no distractions..,5
e interested,5
"Hey there, I just crop them in Photoshop and play around with the composition. What looks better large etc.",3
shut,1
Checked if there`s a new comment on friendster!,3
you just got one more!!,3
ugh.,1
loves,5
s not good,1
feel very bad,1
